timecode,RightShoulder_2D,RightShoulder_2D.1,RightElbow_2D,RightElbow_2D.1,RightHand_2D,RightHand_2D.1,LeftShoulder_2D,LeftShoulder_2D.1,LeftElbow_2D,LeftElbow_2D.1,LeftHand_2D,LeftHand_2D.1
17.26,852.68,533.95,755.623,732.284,877.206,769.022,1133.864,547.58,1259.369,737.536,1316.967,909.604
17.293,850.179,536.664,751.453,737.946,873.449,776.899,1133.3,547.098,1259.778,737.82,1316.956,909.395
17.327,847.007,540.575,746.471,744.509,868.729,788.021,1132.361,546.501,1260.275,738.281,1317.397,909.245
17.36,843.275,545.038,741.988,751.351,864.126,803.13,1130.975,545.998,1261.223,738.766,1317.893,909.274
17.393,839.352,549.321,738.565,757.96,858.251,820.874,1129.229,545.557,1262.479,739.018,1318.252,909.46
17.427,834.834,554.696,735.194,765.163,852.714,840.691,1126.961,545.179,1263.145,739.284,1318.399,909.453
17.46,830.066,560.645,732.794,772.715,846.89,861.859,1124.315,544.915,1263.167,739.664,1318.038,909.216
17.493,824.95,566.601,730.9,779.671,840.684,884.35,1121.228,544.756,1262.74,739.978,1318.091,909.03
17.527,819.649,572.498,730.068,786.399,834.991,907.325,1117.912,544.485,1262.101,739.912,1318.139,909.095
17.56,814.62,578.83,729.775,793.033,830.304,929.795,1114.352,544.046,1261.398,739.154,1318.318,909.192
17.593,809.825,585.345,730.027,799.908,826.255,950.733,1110.815,543.55,1260.596,738.336,1318.424,909.218
17.627,805.508,591.869,731.062,806.665,823.298,969.156,1107.357,543.478,1259.769,737.792,1318.532,909.2
17.66,801.772,598.179,732.224,813.135,820.649,985.717,1104.248,543.513,1258.963,737.438,1318.42,909.204
17.693,798.3,604.103,734.695,819.348,819.276,1000.718,1101.309,543.589,1258.329,737.058,1318.314,909.265
17.727,795.325,609.643,736.572,824.899,818.043,1014.005,1098.725,543.827,1257.778,736.821,1318.355,909.345
17.76,792.724,614.854,739.233,829.949,817.188,1026.476,1096.316,544.048,1257.31,736.422,1318.55,909.44
17.793,790.442,619.889,742.902,834.306,816.772,1038.504,1093.982,544.143,1256.688,735.854,1318.541,909.501
17.827,788.433,624.722,747.114,838.31,815.08,1050.566,1091.755,544.174,1255.924,735.262,1318.663,909.5
17.86,786.722,629.324,752.816,841.536,812.009,1062.898,1089.683,544.204,1255.07,734.746,1318.657,909.549
17.893,785.516,633.294,759.191,843.8,808.197,1074.584,1087.903,544.053,1254.122,734.147,1318.656,909.549
17.927,784.768,636.247,764.833,845.705,805.129,1083.947,1086.573,543.771,1253.347,733.598,1318.646,909.628
17.96,784.662,638.268,767.933,847.28,803.39,1089.904,1085.952,543.443,1253.036,733.198,1318.85,909.69
17.993,784.78,639.425,768.902,847.851,802.847,1091.947,1085.743,543.299,1253.285,732.86,1319.165,909.915
18.027,784.986,639.341,768.317,846.897,802.813,1090.302,1085.848,543.111,1253.765,732.452,1319.372,910.107
18.06,785.345,638.078,766.094,844.873,802.902,1085.585,1086.287,542.927,1254.155,732.205,1319.538,910.177
18.093,786.142,635.603,761.819,841.784,804.141,1077.43,1087.214,542.609,1254.217,732.183,1319.481,910.213
18.127,787.404,631.974,756.327,837.032,806.31,1066.025,1088.569,542.253,1254.149,732.322,1319.337,910.156
18.16,789.003,627.134,749.467,832.183,807.321,1051.533,1090.314,541.865,1254.181,732.375,1319.197,910.115
18.193,791.048,621.199,742.553,826.502,807.639,1034.707,1092.424,541.461,1254.304,732.357,1319.154,910.137
18.227,793.436,614.582,736.722,819.525,808.816,1016.139,1094.977,541.281,1254.907,732.389,1319.289,910.225
18.26,796.091,607.452,731.463,811.753,810.511,996.707,1097.634,541.164,1255.583,732.264,1319.358,910.279
18.293,799.207,599.908,727.683,803.556,812.151,977.016,1100.376,540.864,1255.96,731.883,1319.245,910.281
18.327,802.595,592.628,726.113,795.105,814.415,957.978,1103.123,540.587,1255.89,731.545,1319.001,910.267
18.36,806.174,585.404,725.775,787.081,815.863,939.859,1105.701,540.397,1255.416,730.987,1318.803,910.193
18.393,809.997,578.831,726.754,779.418,817.777,923.38,1108.265,540.25,1254.683,730.347,1318.564,910.057
18.427,813.937,572.847,728.441,771.856,820.697,908.445,1110.653,540.424,1253.834,729.753,1318.393,909.9
18.46,818.193,567.197,730.527,765.885,822.266,894.935,1113.165,540.681,1252.875,729.019,1318.098,909.701
18.493,822.531,562.587,733.187,761.009,824.115,883.332,1115.593,541.338,1252.351,728.37,1317.968,909.374
18.527,826.735,558.892,736.268,757.076,826.968,874.071,1118.094,542.234,1252.689,727.529,1318.223,908.786
18.56,830.339,555.642,739.401,754.035,829.141,866.854,1120.318,543.283,1253.384,726.525,1319.115,907.948
18.593,833.878,552.888,742.877,750.903,831.347,861.855,1122.389,543.625,1253.875,724.888,1319.939,906.151
18.627,836.769,550.521,746.645,748.398,833.514,858.322,1124.094,543.408,1254.07,722.653,1321.046,903.168
18.66,839.06,548.62,750.311,746.43,835.461,855.873,1125.418,543.335,1254.793,720.016,1322.496,899.185
18.693,840.91,547.288,753.996,744.646,839.027,854.282,1126.553,543.437,1256.022,717.012,1324.489,895.344
18.727,842.408,546.173,758.157,742.945,845.403,853.124,1127.527,543.57,1257.149,714.601,1326.304,892.514
18.76,843.683,545.302,762.895,742.087,853.455,852.08,1128.63,543.938,1257.741,713.432,1327.207,891.426
18.793,844.871,544.723,768.666,742.142,863.985,850.505,1129.799,544.524,1257.441,713.858,1327.123,892.291
18.827,845.91,544.496,775.502,742.865,877.649,848.975,1131.007,545.349,1256.644,716.113,1326.248,895.504
18.86,846.767,544.981,783.437,744.765,894.271,847.813,1132.277,546.602,1255.883,719.614,1325.455,899.89
18.893,847.628,545.563,792.52,747.004,912.407,846.853,1133.617,548.133,1256.19,722.892,1325.619,901.742
18.927,848.423,546.55,802.778,749.947,931.748,846.438,1134.925,548.699,1256.44,723.514,1326.146,901.619
18.96,849.093,547.72,814.433,752.984,951.812,846.786,1136.285,548.281,1256.383,723.355,1326.421,901.583
18.993,849.697,549.137,826.566,755.676,971.711,847.088,1137.559,547.871,1256.38,723.553,1326.042,901.948
19.027,850.365,550.908,838.698,758.409,990.766,847.179,1138.78,547.855,1256.492,724.013,1325.905,902.221
19.06,850.905,552.742,851.641,760.423,1010.233,847.486,1139.759,547.91,1256.833,724.426,1325.806,902.36
19.093,851.58,554.45,863.853,761.917,1028.476,847.149,1140.821,547.775,1257.189,724.718,1325.637,902.571
19.127,852.324,555.928,875.866,762.798,1045.84,846.885,1141.749,547.743,1257.104,724.825,1325.32,902.537
19.16,853.148,557.469,887.397,763.453,1061.937,846.884,1142.683,547.633,1256.877,724.808,1325.161,902.444
19.193,854.017,559.088,897.979,764.276,1076.043,847.626,1143.504,547.66,1256.686,724.774,1325.156,902.332
19.227,854.953,560.469,906.873,764.893,1087.532,849.237,1144.31,547.806,1256.62,724.714,1325.119,902.224
19.26,855.982,561.545,913.429,765.562,1095.861,851.278,1145.106,548.057,1256.571,724.758,1325.017,902.215
19.293,857.021,562.249,917.649,766.349,1101.297,852.76,1145.861,548.367,1256.498,724.932,1324.92,902.274
19.327,857.91,562.472,918.876,767.24,1103.205,853.812,1146.448,548.607,1256.457,725.071,1324.844,902.244
19.36,858.567,562.514,917.03,768.311,1101.781,854.321,1146.852,548.835,1256.589,725.246,1324.872,902.187
19.393,858.907,562.167,912.404,769.152,1096.638,854.745,1147.037,549.085,1256.924,725.501,1325.008,902.218
19.427,858.966,561.776,904.927,770.161,1087.623,855.115,1147.009,549.345,1257.254,725.659,1325.276,902.243
19.46,858.859,561.438,893.639,771.594,1073.818,855.488,1146.826,549.513,1257.417,725.748,1325.424,902.24
19.493,858.609,560.784,878.933,772.278,1055.282,855.715,1146.402,549.699,1257.558,725.922,1325.445,902.226
19.527,858.046,559.612,862.002,771.676,1033.092,855.958,1145.629,550.024,1257.872,726.292,1325.484,902.332
19.56,857.25,557.968,843.854,769.837,1007.918,855.945,1144.672,550.291,1258.397,726.779,1325.852,902.407
19.593,856.249,556.318,825.129,766.937,980.443,855.973,1143.442,550.319,1258.887,726.866,1326.078,902.447
19.627,855.03,554.863,806.791,763.354,952.034,855.533,1141.922,550.2,1259.07,726.838,1326.157,902.588
19.66,853.59,553.71,788.976,759.194,923.169,855.149,1140.126,550.176,1259.098,726.957,1326.238,902.804
19.693,851.813,552.518,773.289,754.75,895.062,854.482,1137.907,550.242,1258.869,727.041,1326.316,902.938
19.727,849.779,551.874,758.28,750.434,867.791,853.748,1135.503,550.09,1258.315,726.934,1326.233,902.989
19.76,847.577,551.271,745.804,746.608,841.813,853.467,1132.865,549.935,1257.659,726.733,1326.36,902.912
19.793,845.111,550.992,734.793,743.123,817.815,853.418,1130.024,549.7,1256.576,726.316,1326.492,902.953
19.827,842.651,550.943,725.6,740.135,795.323,853.802,1127.13,549.288,1255.074,725.715,1326.218,903.162
19.86,840.049,551.153,717.332,737.739,775.301,853.919,1124.181,548.835,1253.475,725.118,1326.037,903.352
19.893,837.543,551.721,709.492,735.609,756.986,853.439,1121.385,548.232,1251.777,724.419,1325.808,903.445
19.927,835.185,552.244,702.913,733.933,740.097,852.872,1118.743,547.639,1250.176,723.671,1325.559,903.476
19.96,832.929,552.956,696.72,732.445,724.678,852.136,1116.336,546.92,1248.597,722.918,1325.35,903.485
19.993,830.717,553.601,691.154,731.01,710.72,851.931,1113.993,546.257,1247.168,722.27,1325.144,903.559
20.027,828.79,554.333,686.382,729.761,697.188,852.422,1111.86,545.602,1245.889,721.555,1325.092,903.633
20.06,826.923,555.135,682.108,728.856,683.95,853.903,1109.912,544.96,1244.57,720.833,1324.925,903.702
20.093,825.204,556.023,678.541,728.429,671.264,856.202,1108.227,544.327,1243.429,719.997,1324.823,903.714
20.127,823.791,556.807,675.714,728.239,659.708,858.48,1106.853,543.732,1242.286,719.136,1324.807,903.641
20.16,822.619,557.612,673.145,728.134,649.864,860.462,1105.863,543.234,1241.41,718.502,1324.74,903.594
20.193,821.759,558.317,670.866,727.855,642.886,861.905,1105.157,542.775,1240.664,718.03,1324.567,903.504
20.227,821.198,558.864,669.006,727.46,638.664,862.484,1104.724,542.507,1240.223,717.746,1324.443,903.512
20.26,820.836,559.164,667.81,727.076,637.724,862.429,1104.457,542.368,1240.175,717.576,1324.451,903.531
20.293,820.602,559.242,667.199,726.797,640.083,861.885,1104.312,542.299,1240.375,717.431,1324.532,903.526
