timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
22.235,-0.202,0.119,1.279,-0.367,-0.06,1.463,-0.424,-0.175,1.225,0.171,0.122,1.295,0.328,-0.123,1.385,0.234,-0.181,1.138
22.268,-0.2,0.119,1.284,-0.363,-0.065,1.465,-0.423,-0.179,1.227,0.175,0.119,1.296,0.325,-0.138,1.364,0.215,-0.187,1.122
22.302,-0.197,0.12,1.289,-0.359,-0.068,1.467,-0.422,-0.181,1.229,0.179,0.115,1.297,0.322,-0.151,1.342,0.194,-0.194,1.108
22.335,-0.194,0.121,1.294,-0.355,-0.071,1.468,-0.42,-0.182,1.23,0.183,0.111,1.296,0.317,-0.162,1.32,0.175,-0.201,1.093
22.368,-0.189,0.123,1.297,-0.35,-0.072,1.468,-0.42,-0.183,1.23,0.188,0.107,1.295,0.311,-0.172,1.299,0.157,-0.209,1.08
22.418,-0.182,0.127,1.302,-0.345,-0.072,1.466,-0.42,-0.183,1.23,0.196,0.101,1.291,0.302,-0.184,1.273,0.136,-0.221,1.063
22.452,-0.176,0.129,1.305,-0.341,-0.071,1.464,-0.419,-0.183,1.23,0.202,0.097,1.286,0.297,-0.192,1.26,0.125,-0.227,1.054
22.485,-0.169,0.131,1.307,-0.338,-0.07,1.462,-0.419,-0.183,1.23,0.207,0.093,1.281,0.295,-0.198,1.251,0.118,-0.234,1.048
22.518,-0.163,0.133,1.308,-0.334,-0.069,1.46,-0.418,-0.184,1.23,0.213,0.089,1.276,0.294,-0.204,1.245,0.115,-0.24,1.046
22.552,-0.156,0.134,1.307,-0.329,-0.067,1.458,-0.417,-0.184,1.231,0.219,0.085,1.272,0.296,-0.209,1.241,0.113,-0.243,1.045
22.585,-0.15,0.135,1.305,-0.325,-0.065,1.455,-0.416,-0.185,1.23,0.224,0.081,1.268,0.299,-0.213,1.238,0.113,-0.243,1.045
22.618,-0.143,0.136,1.303,-0.32,-0.062,1.452,-0.415,-0.186,1.23,0.23,0.078,1.263,0.302,-0.217,1.235,0.113,-0.243,1.044
22.652,-0.137,0.138,1.3,-0.316,-0.059,1.448,-0.413,-0.186,1.23,0.236,0.075,1.259,0.305,-0.221,1.232,0.113,-0.244,1.043
22.685,-0.131,0.139,1.296,-0.312,-0.056,1.445,-0.412,-0.185,1.229,0.241,0.072,1.254,0.307,-0.224,1.229,0.114,-0.244,1.041
22.735,-0.122,0.139,1.29,-0.307,-0.052,1.44,-0.41,-0.182,1.226,0.249,0.067,1.247,0.311,-0.23,1.223,0.115,-0.245,1.037
22.768,-0.117,0.139,1.286,-0.305,-0.049,1.437,-0.407,-0.178,1.222,0.253,0.064,1.242,0.314,-0.234,1.221,0.117,-0.245,1.036
22.802,-0.113,0.137,1.282,-0.302,-0.047,1.435,-0.401,-0.174,1.218,0.257,0.06,1.237,0.316,-0.238,1.219,0.117,-0.246,1.035
22.835,-0.11,0.136,1.278,-0.299,-0.046,1.434,-0.39,-0.17,1.211,0.259,0.057,1.233,0.317,-0.242,1.218,0.118,-0.246,1.035
