timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
21.117,-0.169,0.017,1.216,-0.391,-0.139,1.33,-0.466,-0.209,1.093,0.166,0.006,1.158,0.391,-0.14,1.276,0.37,-0.251,1.044
21.151,-0.167,0.021,1.23,-0.387,-0.146,1.33,-0.43,-0.194,1.081,0.167,0.005,1.17,0.39,-0.149,1.281,0.371,-0.251,1.045
21.184,-0.165,0.025,1.244,-0.381,-0.154,1.327,-0.39,-0.182,1.071,0.168,0.005,1.18,0.388,-0.157,1.285,0.372,-0.251,1.045
21.217,-0.163,0.029,1.257,-0.375,-0.163,1.322,-0.347,-0.175,1.066,0.168,0.005,1.189,0.385,-0.166,1.289,0.372,-0.251,1.046
21.251,-0.162,0.03,1.268,-0.367,-0.174,1.315,-0.303,-0.171,1.066,0.168,0.005,1.198,0.38,-0.175,1.291,0.371,-0.251,1.045
21.284,-0.16,0.03,1.278,-0.356,-0.187,1.307,-0.261,-0.172,1.068,0.168,0.005,1.206,0.374,-0.184,1.294,0.37,-0.252,1.045
21.317,-0.159,0.028,1.287,-0.341,-0.201,1.298,-0.221,-0.176,1.071,0.169,0.006,1.212,0.37,-0.191,1.295,0.368,-0.252,1.044
21.351,-0.159,0.027,1.292,-0.322,-0.216,1.289,-0.185,-0.182,1.073,0.169,0.007,1.218,0.366,-0.196,1.296,0.367,-0.252,1.044
21.384,-0.159,0.025,1.295,-0.302,-0.23,1.279,-0.153,-0.189,1.073,0.17,0.008,1.222,0.365,-0.198,1.296,0.366,-0.252,1.044
21.417,-0.16,0.023,1.297,-0.284,-0.241,1.268,-0.125,-0.196,1.07,0.17,0.009,1.226,0.365,-0.198,1.296,0.366,-0.252,1.044
21.451,-0.16,0.021,1.297,-0.268,-0.249,1.258,-0.102,-0.204,1.066,0.17,0.009,1.229,0.366,-0.198,1.296,0.367,-0.252,1.044
