timecode,RightShoulder,RightShoulder.1,RightShoulder.2,RightElbow,RightElbow.1,RightElbow.2,RightHand,RightHand.1,RightHand.2,LeftShoulder,LeftShoulder.1,LeftShoulder.2,LeftElbow,LeftElbow.1,LeftElbow.2,LeftHand,LeftHand.1,LeftHand.2
19.038,-0.312,0.285,1.076,-0.427,0.063,1.251,-0.425,-0.196,1.175,0.071,0.34,1.097,0.256,0.111,1.178,0.327,-0.145,1.132
19.772,-0.266,0.053,1.059,-0.413,0.013,1.323,-0.41,-0.221,1.188,0.097,0.126,1.027,0.3,0.096,1.253,0.332,-0.152,1.149
19.805,-0.261,0.05,1.067,-0.412,0.01,1.329,-0.41,-0.221,1.188,0.101,0.121,1.038,0.303,0.091,1.265,0.332,-0.153,1.152
19.838,-0.257,0.047,1.076,-0.41,0.007,1.337,-0.41,-0.22,1.189,0.105,0.117,1.05,0.305,0.086,1.278,0.333,-0.153,1.155
19.872,-0.253,0.045,1.087,-0.409,0.002,1.345,-0.411,-0.219,1.189,0.109,0.114,1.063,0.308,0.081,1.291,0.333,-0.153,1.157
19.905,-0.249,0.043,1.099,-0.408,-0.003,1.354,-0.411,-0.218,1.19,0.113,0.112,1.077,0.311,0.074,1.305,0.334,-0.153,1.159
19.938,-0.246,0.042,1.111,-0.408,-0.01,1.364,-0.411,-0.217,1.19,0.116,0.111,1.092,0.316,0.067,1.318,0.334,-0.153,1.161
19.972,-0.244,0.043,1.125,-0.407,-0.018,1.375,-0.41,-0.216,1.19,0.119,0.111,1.107,0.32,0.059,1.331,0.335,-0.153,1.164
20.005,-0.242,0.046,1.139,-0.406,-0.027,1.385,-0.411,-0.214,1.19,0.121,0.116,1.123,0.323,0.051,1.342,0.335,-0.154,1.166
20.038,-0.241,0.053,1.153,-0.406,-0.035,1.394,-0.411,-0.213,1.191,0.122,0.122,1.139,0.326,0.045,1.352,0.334,-0.154,1.169
20.072,-0.241,0.06,1.167,-0.407,-0.043,1.402,-0.411,-0.212,1.192,0.122,0.13,1.155,0.327,0.038,1.361,0.334,-0.154,1.171
20.105,-0.242,0.067,1.182,-0.407,-0.051,1.41,-0.412,-0.212,1.192,0.121,0.137,1.171,0.328,0.032,1.369,0.333,-0.155,1.173
20.138,-0.243,0.073,1.196,-0.407,-0.059,1.416,-0.412,-0.211,1.193,0.121,0.143,1.187,0.329,0.025,1.376,0.333,-0.155,1.174
20.172,-0.243,0.079,1.209,-0.406,-0.067,1.422,-0.413,-0.211,1.193,0.12,0.148,1.202,0.329,0.019,1.383,0.333,-0.154,1.174
20.205,-0.243,0.082,1.221,-0.406,-0.074,1.426,-0.413,-0.21,1.193,0.12,0.151,1.216,0.329,0.012,1.389,0.333,-0.153,1.175
20.238,-0.243,0.085,1.231,-0.404,-0.08,1.431,-0.413,-0.21,1.194,0.121,0.153,1.229,0.33,0.007,1.396,0.333,-0.152,1.176
